No.,지역,매장명,주소,우편번호,전화,영업시간,24시간,배달,픽업,드라이브스루,주차,WiFi,매장코드,상태,Latitude,Longitude
26,서울,까치산역,서울 강서구 강서로35(화곡동),157881,02-2692-0042,24시간,Y,Y,Y,N,N,N,11147,OPEN,37.5310025,126.846851
27,서울,남부터미널,서울 서초구 효령로 289 장곡빌딩 103호,137953,02-523-1800,09:00~22:00,N,Y,Y,N,N,N,11150,OPEN,37.485092,127.015839
28,서울,남성역,서울 동작구 사당로 200,07009,02-588-0992,08:30~22:00,N,Y,Y,N,Y,Y,12701,OPEN,37.484845,126.970402
29,서울,노량진,서울 동작구 장승배기로 171,06928,02-821-0308,24시간,Y,Y,Y,N,N,Y,11035,OPEN,37.513196,126.939939
30,서울,노원역,서울 노원구 상계로 64,01695,02-932-1756,24시간,Y,Y,Y,N,Y,Y,11129,OPEN,37.655685,127.062316
31,서울,녹번,서울 은평구 은평로 206,122906,02-388-7973,09:00~22:00,N,Y,Y,N,Y,Y,12379,OPEN,37.60104,126.930585
32,서울,답십리,서울 성동구 천호대로 308,04804,02-2249-7619,24시간,Y,Y,Y,N,Y,Y,12334,OPEN,37.56518,127.054219
33,서울,답십리사거리,서울 동대문구 답십리동 246-23 1층,02599,02-3394-5672,09:00~22:00,N,Y,Y,N,N,N,13295,OPEN,37.572615,127.056594
34,서울,대림역,서울 영등포구 도림로 148,150814,02-835-2220,09:00~22:00,N,Y,Y,N,Y,Y,11172,OPEN,37.493535,126.898279
35,서울,대방역,"서울 영등포구 영등포로 416 신길동 1,2층",150855,02-849-7688,09:00~23:00,N,Y,Y,N,N,N,12171,OPEN,37.512587,126.924142
36,서울,대흥역,서울 마포구 대흥로 79 (대흥동 동양엔파트),121811,02-3275-2712,09:00~22:00,N,Y,Y,N,N,Y,12237,OPEN,37.547172,126.941035
37,서울,덕성여대,서울 강북구 수유동 279-84,142070,02-900-9006,10:00~22:00,N,Y,Y,N,N,Y,12411,OPEN,37.648461,127.013902
38,서울,동대문광장,서울 종로구 종로 286,110540,02-742-5747,08:00~22:00,N,Y,Y,N,N,Y,11187,OPEN,37.57092,127.010373
39,서울,동대문역사문화공원역,서울 중구 을지로 251,100851,02-2265-0374,24시간,Y,Y,Y,N,N,Y,11038,OPEN,37.5665215,127.00634
40,서울,동묘역,서울 종로구 종로 336,110841,02-764-5333,24시간,Y,Y,Y,N,N,Y,12216,OPEN,37.572585,127.014994
41,서울,등촌역,서울 강서구 공항대로 553 1층 103호(염창동),07560,02-3662-1333,09:00~23:00,N,Y,Y,N,N,Y,13312,OPEN,37.5499754,126.867351
42,서울,뚝섬유원지,서울 광진구 능동로7,143845,02-498-5588,10:00~21:30,N,Y,Y,N,N,N,12152,OPEN,37.532318,127.066755
43,서울,롯데마트맥스영등포,서울 영등포구 영중로 125 롯데마트 영등포점,07228,02-2165-2500,10:00~21:00,N,Y,Y,N,Y,N,13326,OPEN,37.5277933,126.904644
44,서울,롯데마트서울양평,"서울 영등포구 선유로 138 1층 (양평동3가, 롯데마트 양평점)",07255,02-2069-3690,10:00~21:00,N,Y,Y,N,N,Y,13163,OPEN,37.526034,126.891626
45,서울,롯데마트송파,서울 송파구 중대로 80,138885,02-409-4447,10:00~22:00,N,Y,Y,N,N,Y,12141,OPEN,37.49175,127.117862
46,서울,롯데마트행당역,서울 성동구 행당동 328,133070,02-2298-4200,10:00~21:00,N,Y,Y,N,Y,Y,12182,OPEN,37.556579,127.029081
47,서울,롯데백잠실광장,서울 송파구 잠실동 40-1,138220,02-2143-1846,08:00~22:00,N,N,Y,N,N,N,12404,OPEN,37.5116362,127.100803
48,서울,마곡역,서울 강서구 마곡중앙로 마곡중앙 1로 20,07630,02-2661-8040,09:00~22:00,N,Y,Y,N,Y,Y,12976,OPEN,37.559,126.824
49,서울,마천,서울 송파구 마천로 315,138820,02-407-6882,09:00~22:00,N,Y,Y,N,Y,Y,11131,OPEN,37.495184,127.150987
50,서울,망우,서울 중랑구 봉우재로 239,131809,02-493-6944,10:00~22:00,N,Y,Y,N,N,Y,12136,OPEN,37.595651,127.099406
51,서울,망원,서울 마포구 월드컵로 85,121820,02-325-8171,10:00~24:00,N,Y,Y,N,N,Y,12502,OPEN,37.556299,126.909516
52,서울,먹골역,서울 중랑구 묵동 174-29 1층,02034,02-6956-7337,09:00~22:00,N,Y,Y,N,N,N,13308,OPEN,37.6124741,127.078048
53,서울,면목중앙,서울 중랑구 면목로 415,02146,02-439-8245,24시간,Y,Y,Y,N,N,N,11013,OPEN,37.589059,127.087042
54,서울,명지대학,서울 서대문구 거북골로 31 2,120806,02-302-5959,09:00~23:00,N,Y,Y,N,N,Y,11156,OPEN,37.5796,126.924318
55,서울,목동,서울 양천구 신목로 72,158852,02-2061-5455,09:00~22:00,N,Y,Y,N,Y,Y,12253,OPEN,37.5212048,126.873827
56,서울,목동사거리,서울 양천구 등촌로 28,07965,02-2644-7800,09:00~24:00,N,Y,Y,N,N,Y,11135,OPEN,37.5325554,126.864033
57,서울,목동킴스클럽,서울 양천구 목동동로 309,07997,02-2644-3994,09:30~20:30,N,Y,Y,N,Y,N,12830,OPEN,37.529255,126.875766
58,서울,몽촌토성역,"서울 송파구 백제고분로51길 30 1,2층 101, 202호(방이동)",05544,02-2202-2999,08:00~24:00,N,Y,Y,N,N,N,13166,OPEN,37.5169597,127.112518
59,서울,문정로데오,서울 송파구 동남로 134,138200,02-448-3232,06:00~03:00,N,Y,Y,N,Y,Y,12327,OPEN,37.490962,127.125909
60,서울,미아역,서울 강북구 도봉로 182 1층,01157,02-989-6493,09:00~22:00,N,Y,Y,N,N,N,13297,OPEN,37.6249748,127.026927
61,서울,발산역,서울 강서구 강서로 56길 24,157930,02-3665-8382,09:00~01:00,N,Y,Y,N,N,Y,12103,OPEN,37.559322,126.840087
62,서울,방배역,서울 서초구 방배로 96,06665,02-588-1405,10:00~22:00,N,Y,Y,N,Y,Y,12870,OPEN,37.482985,126.996963
63,서울,방이역,서울 송파구 마천로 25,138835,02-422-1990,09:00~22:00,N,Y,Y,N,Y,Y,12428,OPEN,37.509643,127.123881
64,서울,방학,서울 도봉구 방학로 173,132932,02-955-9538,09:00~02:00,N,Y,Y,N,Y,N,12113,OPEN,37.662079,127.032906
65,서울,방화,서울 강서구 양천로 73,157849,02-2661-3388,09:00~22:30,N,Y,Y,N,Y,Y,12038,OPEN,37.573698,126.811793
66,서울,번동,서울 강북구 한천로963(번동),142864,02-998-3331,08:00~24:00,N,Y,Y,N,Y,Y,12303,OPEN,37.635573,127.033053
67,서울,보라매타운,서울 관악구 보라매로5길 35,08708,02-849-9186,09:00~22:00,N,Y,Y,N,Y,Y,12839,OPEN,37.492233,126.923352
68,서울,봉천,서울 관악구 관악로212,151725,02-885-3274,10:00~22:00,N,Y,Y,N,Y,Y,11120,OPEN,37.483666,126.955066
69,서울,봉천역,서울 관악구 봉천동 930-45,151050,02-889-1305,10:00~22:00,N,Y,Y,N,N,Y,12367,OPEN,37.482144,126.941617
70,서울,불광역,서울 은평구 통일로 712-1 1층 101호,03368,02-356-8234,06:30~22:00,N,Y,Y,N,N,N,13325,OPEN,37.60964,126.931153
71,서울,사가정역,서울 중랑구 면목로 333,131831,02-438-0811,24시간,Y,Y,Y,N,N,Y,11198,OPEN,37.581796,127.088442
72,서울,사당역,"서울 동작구 남부순환로 2055, 1층 104호(사당동)",07024,02-588-6866,09:00~02:00,N,Y,Y,N,N,N,13347,OPEN,37.4768699,126.977065
73,서울,삼양사거리,서울 강북구 솔샘로 237,01189,02-980-0706,10:00~22:00,N,Y,Y,N,N,Y,12618,OPEN,37.6201019,127.019223
74,서울,상계,서울 노원구 한글비석로 369,139856,02-930-9912,10:00~22:00,N,Y,Y,N,Y,Y,12129,OPEN,37.658384,127.073944
75,서울,상봉역,서울 중랑구 망우로 282-1,131860,02-494-2222,09:00~01:30,N,Y,Y,N,N,N,12064,OPEN,37.596382,127.084007
76,서울,상암,서울 마포구 월드컵북로 402 KGIT센터 150~152호,121913,02-6393-5535,09:00~22:00,N,Y,Y,N,N,Y,12114,OPEN,37.580135,126.888941
77,서울,상일동,서울 강동구 상일로 33,134837,02-441-3888,09:00~23:00,N,Y,Y,N,Y,Y,12420,OPEN,37.550143,127.1727
78,서울,서대문역,서울 서대문구 충정로2가 8-2,120012,02-312-9760,24시간,Y,Y,Y,N,Y,Y,12601,OPEN,37.565815,126.965993
79,서울,서울대,서울 관악구 대학동 산 56-1 서울대학교 內,151019,02-877-8444,08:00~22:00,N,N,Y,N,N,Y,12561,OPEN,37.45909758361704,126.95254153224316
80,서울,서울대입구역,서울 관악구 봉천동 863-1,151050,02-883-6816,24시간,Y,Y,Y,N,N,Y,12578,OPEN,37.480077,126.952085
81,서울,서울역사,서울 용산구 한강대로 405 109호 2층,140761,02-393-9375,04:00~00:30,N,N,Y,N,Y,N,11021,OPEN,37.5523812,126.971042
82,서울,서초중앙로,서울 서초구 서초중앙로 229 1층,06593,02-595-7497,10:00~22:00,N,Y,Y,N,Y,Y,13115,OPEN,37.502091,127.011323
83,서울,석계,서울 노원구 화랑로 325,139841,02-909-3937,10:00~23:00,N,Y,Y,N,Y,N,11122,OPEN,37.614877,127.064055
84,서울,석관,서울 성북구 돌곶이로 75,136819,02-968-1149,09:00~02:00,N,Y,Y,N,N,Y,11151,OPEN,37.610054,127.057456
85,서울,선릉,서울 강남구 테헤란로 423 1층,06159,02-565-5939,24시간,Y,Y,Y,N,N,N,13254,OPEN,37.5061527,127.052967
86,서울,성대시장,서울 동작구 상도로 102,156839,02-822-8303,09:30~23:00,N,Y,Y,N,Y,Y,11123,OPEN,37.499902,126.931722
87,서울,성수역,서울 성동구 성수이로 118 성수아카데미타워 1층,04797,02-467-7727,09:00~22:00,N,Y,Y,N,Y,Y,12084,OPEN,37.5451816,127.057803
88,서울,성신여대,서울 성북구 동소문로 117,02829,02-922-0902,24시간,Y,Y,Y,N,N,N,11023,OPEN,37.593661,127.017777
89,서울,세곡,서울 강남구 세곡동 281-4,135190,02-459-9999,10:00~22:00,N,Y,Y,N,N,N,12412,OPEN,37.465657,127.101122
90,서울,세이브마트,서울 관악구 난곡로 220,151750,02-830-2080,10:00~22:00,N,Y,Y,N,Y,Y,11134,OPEN,37.474327,126.917898
91,서울,소공2호,서울 중구 남대문로 81,100721,02-756-7858,09:30~20:30,N,Y,Y,N,Y,Y,11001,OPEN,37.564709,126.981711
92,서울,송파,서울 송파구 가락로 164,138854,02-412-8401,24시간,Y,Y,Y,N,Y,Y,12158,OPEN,37.503343,127.113638
93,서울,송파삼전,서울 송파구 백제고분로 254,138838,02-2203-6660,09:00~24:00,N,Y,Y,N,Y,Y,12198,OPEN,37.5023,127.094516
94,서울,송파하비오,서울 송파구 송파대로 111,05817,02-449-3391,08:00~02:00,N,Y,Y,N,Y,Y,12796,OPEN,37.480977,127.123635
95,서울,수락산역,서울 노원구 동일로 1668(상계동),139838,02-931-4501,09:00~23:00,N,Y,Y,N,Y,Y,12192,OPEN,37.6778,127.054919
96,서울,수서역사,서울 강남구 밤고개로 99 SRT수서역사 지하1층,06369,02-459-9424,05:00~01:00,N,N,Y,N,Y,N,12743,OPEN,37.4854049,127.104545
97,서울,수유역,서울 강북구 도봉로 323 용신빌딩 1층,01073,02-994-4293,24시간,Y,Y,Y,N,N,N,13094,OPEN,37.6372017,127.024053
98,서울,숙대입구역,서울 용산구 한강대로 283,04321,02-718-9861,24시간,Y,Y,Y,N,N,Y,11043,OPEN,37.543355,126.971966
99,서울,숭실대입구역,서울 동작구 상도로 343 롯데리아 숭실대입구역,06971,02-826-9935,09:00~02:00,N,Y,Y,N,N,Y,12255,OPEN,37.4979277,126.952575
100,서울,시흥중앙,서울 금천구 금하로 712,153859,02-808-0202,09:00~22:00,N,Y,Y,N,N,Y,11149,OPEN,37.450844,126.90883
101,서울,시흥현대시장,서울 금천구 독산로 독산로 128번길,08569,02-806-9800,10:00~23:00,N,Y,Y,N,N,N,12849,OPEN,37.459042,126.905413
102,서울,신곡시장,서울 양천구 신월로 177,158841,02-2275-7997,09:00~22:00,N,Y,Y,N,N,N,11191,OPEN,37.517709,126.841979
103,서울,신길,"서울 영등포구 가마산로 483 (신길동,신길AK푸르지오)",07387,02-834-1288,08:30~23:30,N,Y,Y,N,N,N,13346,OPEN,37.506491,126.909807
104,서울,신김포공항,서울 강서구 하늘길 김포공,07505,02-2666-6814,04:30~23:30,N,N,Y,N,Y,Y,11015,OPEN,37.558994,126.803069
105,서울,신당역,서울 중구 퇴계로428-1,100450,02-2233-2930,10:00~23:00,N,Y,Y,N,N,Y,11183,OPEN,37.565435,127.019267
106,서울,신도림역,서울 구로구 경인로661(신도림동),152748,02-2068-8101,10:00~24:00,N,Y,Y,N,N,N,11195,OPEN,37.50945,126.887755
107,서울,신림녹두,서울 관악구 신림로23길 16,08812,02-873-4002,10:00~22:00,N,Y,Y,N,Y,N,11146,OPEN,37.4704022,126.934483
108,서울,신림역,서울 관악구 남부순환로 1610,08776,02-888-0702,24시간,Y,Y,Y,N,N,Y,11039,OPEN,37.483912,126.929311
109,서울,신방화역,"서울 강서구 방화동 B2-2 마곡SB타운 117호, 118호, 208-1호",157220,02-2664-5600,09:30~22:00,N,Y,Y,N,Y,Y,12424,OPEN,37.56712,126.818565
110,서울,신정네거리역,서울 양천구 신월로 297,08027,02-2608-1712,09:00~00:00,N,Y,Y,N,N,Y,13043,OPEN,37.5214881,126.854042
111,서울,신촌역,"서울 서대문구 신촌로 119,1층 101호",03780,02-313-1108,09:00~24:00,N,Y,Y,N,N,N,13276,OPEN,37.5562068,126.938945
112,서울,쌍문역,서울 도봉구 도봉로 484,132924,02-995-6263,10:00~01:00,N,Y,Y,N,N,N,11138,OPEN,37.648628,127.035052
113,서울,아차산역,서울 광진구 천호대로 665,143817,02-453-6535,09:00~22:00,N,Y,Y,N,N,Y,11140,OPEN,37.551677,127.09028
114,서울,암사역,서울 강동구 올림픽로792,134859,02-426-4800,08:00~02:00,N,Y,Y,N,Y,Y,12078,OPEN,37.551661,127.128368
115,서울,압구정역,서울특별시 강남구 논현로175길 6 로얄빌딩,06030,02-6954-7844,09:00~22:30,N,Y,Y,N,N,N,13148,OPEN,37.5262983,127.027742
116,서울,양원역,서울특별시 중랑구 양원역로14길 19 DS프라자 1층 101호,02057,070-4353-6565,10:00~22:00,N,Y,Y,N,N,N,13120,OPEN,37.6070183,127.107544
117,서울,양재동,서울 서초구 동산로 22,06785,02-577-4618,10:00~22:00,N,Y,Y,N,N,N,12724,OPEN,37.46982,127.041944
118,서울,양재역,서울특별시 서초구 강남대로 206 1층,06743,02-2058-2689,24시간,Y,Y,Y,N,N,N,13267,OPEN,37.4826336,127.036523
119,서울,연신내역,서울 은평구 연서로 227,122809,02-388-2497,24시간,Y,Y,Y,N,N,Y,11132,OPEN,37.618766,126.920015
120,서울,영등포역사,서울 영등포구 경인로 846,07306,02-2632-4157,24시간,Y,Y,Y,N,Y,N,12731,OPEN,37.515354,126.905727
121,서울,영등포타임스퀘어B2,서울 영등포구 영중로 15(영등포동 4가)B2층,150798,02-2677-0501,10:00~22:00,N,N,Y,N,Y,Y,11045,OPEN,37.5170614,126.903324
122,서울,영풍문고종각종로본점,"서울 종로구 청계천로 41 서린동,영풍빌딩",03188,02-399-6488,10:00~20:00,N,Y,Y,N,N,N,13183,OPEN,37.5695654,126.982106
123,서울,오금,"서울 송파구 동남로 313(오금동,1층)",138859,02-3012-8718,09:00~23:00,N,Y,Y,N,Y,N,12436,OPEN,37.503381,127.137971
124,서울,오류동역,서울 구로구 경인로20길 10,08271,02-2613-3005,09:00~24:00,N,Y,Y,N,N,Y,11199,OPEN,37.495696,126.843847
125,서울,왕십리역사,서울 성동구 왕십리광장로 17,04750,02-2297-7111,24시간,Y,Y,Y,N,Y,Y,12884,OPEN,37.561768,127.038338
126,서울,외대역,서울 동대문구 이문동 288-26,130080,02-963-8855,09:00~02:00,N,Y,Y,N,N,N,12579,OPEN,37.596345,127.060931
127,서울,용산서계,서울 용산구 만리재로 150-1,04302,02-706-0444,09:00~24:00,N,Y,Y,N,N,N,12642,OPEN,37.552289,126.963754
128,서울,용산역사,서울 용산구 한강대로 23길 55 아이파크몰 4층,04380,02-2012-0430,08:00~22:00,N,Y,Y,N,Y,N,12977,OPEN,37.5295543,126.956367
129,서울,월계역,서울 노원구 초안산로2라길 20 1층 일부(월계동),01879,02-904-8425,09:00~22:00,N,Y,Y,N,N,N,13299,OPEN,37.6312081,127.057301
130,서울,응암,서울 은평구 응암동 98-65 은경빌딩 1층,03462,02-357-7184,09:30~22:00,N,Y,Y,N,N,N,13273,OPEN,37.6002106,126.923066
131,서울,응암오거리,서울 은평구 응암로 177,122924,02-308-9341,10:00~23:00,N,Y,Y,N,Y,Y,11160,OPEN,37.587909,126.916326
132,서울,이대,서울 서대문구 이화여대길 59,03766,02-312-3468,10:00~22:00,N,Y,Y,N,N,Y,12925,OPEN,37.558987,126.945158
133,서울,이수역,"서울 동작구 동작대로 129, 지상1층",06997,02-594-1199,09:00~01:00,N,Y,Y,N,N,Y,12002,OPEN,37.488528,126.981772
134,서울,잠실롯데월드몰B1,서울 송파구 신천동 서울시 송파구 신천동 29번지 지하1층,138240,02-3213-4785,10:30~22:00,N,N,Y,N,Y,N,12405,OPEN,37.5137414,127.104426
135,서울,장안사거리,서울 동대문구 답십리로 287,130839,02-2245-9730,10:00~23:00,N,Y,Y,N,Y,Y,11162,OPEN,37.572691,127.072321
136,서울,장한평역,서울 동대문구 천호대로 401,02633,02-2215-2925,09:00~22:00,N,Y,Y,N,N,N,12755,OPEN,37.56193,127.063729
137,서울,정릉,서울 성북구 보국문로8길 4,02718,02-942-9115,09:00~24:00,N,Y,Y,N,Y,Y,12066,OPEN,37.607063,127.01079
138,서울,제기역,서울 동대문구 왕산로 86,02585,02-928-4455,08:30~01:00,N,Y,Y,N,N,N,12734,OPEN,37.577921,127.033021
139,서울,종암,서울 성북구 종암로 91,136861,02-921-5222,09:00~23:00,N,Y,Y,N,N,N,12106,OPEN,37.598365,127.034352
140,서울,중곡,서울 광진구 면목로136,143901,02-463-9677,09:00~23:00,N,Y,Y,N,N,Y,12146,OPEN,37.56539,127.081137
141,서울,중랑역,서울 중랑구 망우로 192,131861,02-2208-2544,06:00~23:30,N,Y,Y,N,N,N,12230,OPEN,37.59316,127.074134
142,서울,중앙대,서울 동작구 흑석로 110-1,156861,02-817-3200,09:00~01:30,N,Y,Y,N,N,Y,12049,OPEN,37.50828,126.961459
143,서울,중화역,서울 중랑구 동일로 802,02051,02-496-8028,24시간,Y,Y,Y,N,N,N,12750,OPEN,37.601827,127.079683
144,서울,창동역,서울 도봉구 노해로 63길78,132903,02-900-2033,09:00~01:00,N,Y,Y,N,N,N,12283,OPEN,37.652525,127.046338
145,서울,창천,서울 서대문구 신촌로 15,03785,02-926-8884,09:00~01:30,N,Y,Y,N,N,N,12851,OPEN,37.558244,126.92871
146,서울,천왕역,서울 구로구 오리로 오리로 1149 랑데르,08363,02-2686-8077,09:00~22:00,N,Y,Y,N,Y,N,12522,OPEN,37.486604,126.83825
147,서울,천호역,서울 강동구 올림픽로 654,05328,02-488-7165,24시간,Y,Y,Y,N,N,N,12301,OPEN,37.539713,127.124031
148,서울,청계산입구역,서울 서초구 청계산로 201,06802,02-2058-1911,10:00~22:00,N,Y,Y,N,Y,N,12894,OPEN,37.4476486,127.057119
149,서울,청구역,서울 중구 다산로 168,100450,02-2237-5725,08:30~23:00,N,Y,Y,N,N,Y,12181,OPEN,37.556382,127.014262
150,서울,청량리,서울 동대문구 왕산로 209,130867,02-965-5953,24시간,Y,Y,Y,N,N,Y,11182,OPEN,37.580979,127.04596
151,서울,청량리역사,서울 동대문구 왕산로 왕산로 214길,02555,02-969-5433,08:00~22:00,N,N,Y,N,N,N,12833,OPEN,37.57996,127.047901
152,서울,학동역,서울 강남구 학동로 219 1층,135818,02-3443-9200,24시간,Y,Y,Y,N,Y,Y,12353,OPEN,37.514964,127.03311
153,서울,한성대입구역,서울 성북구 동소문로 2,136032,02-763-8869,09:00~01:30,N,Y,Y,N,N,Y,12186,OPEN,37.588408,127.006776
154,서울,한티역,서울 강남구 선릉로64길 14 1층 103호,06206,02-6104-5551,09:00~22:30,N,Y,Y,N,N,N,13251,OPEN,37.4977822,127.053425
155,서울,혜화,서울 종로구 창경궁로 273 지상 1층,110530,02-741-1956,09:00~22:00,N,Y,Y,N,N,Y,13264,OPEN,37.5858028,127.000567
156,서울,홈플러스강동,서울 강동구 양재대로 1571,05314,02-489-4781,10:00~22:00,N,Y,Y,N,N,N,13003,OPEN,37.5457058,127.14223
157,서울,홈플러스방학,서울 도봉구 도봉로 678,132854,02-3492-8182,10:00~21:00,N,Y,Y,N,Y,Y,11181,OPEN,37.664819,127.043681
158,서울,홈플러스상봉,서울 중랑구 망우로 353 홈플러스상봉점 內 1층,02087,02-433-1120,10:00~21:30,N,N,Y,N,N,Y,12382,CLOSING,37.5980767,127.090342
159,서울,홈플러스신내,서울 중랑구 신내로 201,131872,02-3423-1515,10:00~21:00,N,Y,Y,N,Y,Y,11180,OPEN,37.615804,127.093646
160,서울,홈플러스영등포,"서울 영등포구 당산로 42 1,2층",150991,02-2678-5250,10:00~21:30,N,Y,Y,N,Y,Y,12197,OPEN,37.518188,126.895852
161,서울,홈플러스월곡,서울 성북구 화랑로 76,136743,02-915-1681,10:00~21:00,N,Y,Y,N,Y,N,11956,OPEN,37.602215,127.039857
162,서울,홈플러스월드컵,서울 마포구 월드컵로 240,03932,02-303-9556,10:00~21:00,N,N,Y,N,Y,N,13017,OPEN,37.5682507,126.897348
163,서울,홍대,서울 마포구 양화로 141,03995,02-3143-1843,24시간,Y,Y,Y,N,N,Y,13071,OPEN,37.5558091,126.921811
164,서울,홍은포방,서울 서대문구 홍은중앙로 100,03605,02-391-5550,10:00~22:00,N,Y,Y,N,N,N,12960,OPEN,37.5991,126.948
165,서울,홍제,서울 서대문구 통일로 413 1층 (일부) 103호,03646,02-395-5883,10:00~22:00,N,Y,Y,N,Y,N,13353,OPEN,37.586181,126.946438
166,서울,화곡시장,서울 강서구 가로공원로 76길 56 (화곡동) 1층,157884,02-2602-9160,06:20~02:30,N,Y,Y,N,N,Y,11124,CLOSING,37.534528,126.837813
167,서울,화곡역,서울 강서구 화곡로 157,07714,02-2607-3311,24시간,Y,Y,Y,N,N,Y,12874,OPEN,37.541532,126.839018
168,서울,후암,서울 용산구 후암로 54,04327,02-318-1599,09:00~24:00,N,Y,Y,N,N,N,12403,OPEN,37.550666,126.977338
169,서울,GS마트상계,서울 노원구 한글비석로 471,139826,02-2091-0058,09:30~22:30,N,Y,Y,N,Y,Y,11137,OPEN,37.664121,127.065558
170,서울,NC강서,서울 강서구 강서로 56길 17,157930,02-2667-9825,10:30~20:30,N,Y,Y,N,N,N,12132,OPEN,37.5599427,126.840328
171,경기,가평,경기 가평군 가평읍 가화로 106,477805,031-581-0055,09:30~21:00,N,Y,Y,N,N,Y,11386,OPEN,37.829184,127.51422
172,경기,가평설악,경기 가평군 설악면 신천중앙로 98,12465,031-585-7776,10:00~20:00,N,Y,Y,N,Y,Y,12879,OPEN,37.6771201,127.492887
173,경기,가평현리,경기 가평군 하면 현리 가평군 하면 현리 409-11,477834,031-585-3353,09:30~21:00,N,Y,Y,N,Y,Y,12453,OPEN,37.8184,127.348838
174,경기,경기광주역,경기 광주시 역동로 59,12778,031-766-3344,10:00~22:00,N,Y,Y,N,Y,N,12983,OPEN,37.4032192,127.256363
